 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
   afg, f,37,19791111, , liam, jadran, nsw, urana,2066,6, musgrave street, minnawarra farm, 2 81229749,4650371,1
,,,,,,,,,,,,,,,
 rom, f,25,19910229, mr, alisa, dobra, nsw, farnham,2750,23, ragless circuit, lazy acres, 612 25898826, 98653 01,8
,,,,,,,,,,,,,,,
   , m,12,20040819, , adam, burnell, , wangaratta,2044,3, corser place, , 08 93091442,7905307,1
,,,,,,,,,,,,,,,
 chi, f,22, , , samuel, su en, , vermont,3941,52, tank street, , 03 63228260,1026136,7
,,,,,,,,,,,,,,,
 vie, m, ,19670615, , adam, phan, nsw, ettr ck,3870,16, schlam place, , 02 00940601,8366230,1
,,,,,,,,,,,,,,,
 eng, m, ,19590710, , harriet, haggard, qld, sarina beach,4701,857, d'hage kourt, , 03 26067528,9219140,3
,,,,,,,,,,,,,,,
 , ,31,19850401, mr, rebecca, parritt, act, garran,3108,8, outtrim avenue, , 612 10649220,3054717,8
,,,,,,,,,,,,,,,
 eng, f, ,19880407, mr, vianc, witherspoon, sa, montacute,5280, , petterd street, , 07 71635731,1194124,9
,,,,,,,,,,,,,,,
 eng, f,34,19821118, pfc, bianca, sutherland, wa, latam,3177,12, shoalhaven avenue, villa 2, 8 85368311,2035634,1
,,,,,,,,,,,,,,,
   chi, f,20,19960630, pfc, leo, dzou, vic, donnybrook,3666,13, sherbrooke street, , 618 88386754,5101584,8
,,,,,,,,,,,,,,,
   ind, f, ,19641108, mr, emiily, gavaskar, nsw, borenore,4218,6, looranah street, barakee, 02 16946398,9805742,3
,,,,,,,,,,,,,,,
   spa, ,23,19930113, , harrison, francia, nsw, shannon brook,2330,11, lahiff place, , 02 54153480,2173280,1
,,,,,,,,,,,,,,,
 usa, f,23,19930401, , arki, richardson, nsw, tamworth,5068,3, strong p lace, sunewood, 02 07993860,6155168,6
,,,,,,,,,,,,,,,
   eng, ,24,19920926, ms, mikayla, croft, vic, camberwell south,2147,25, bosworth circuit, , 02 42614586,4739069,2
,,,,,,,,,,,,,,,
 eng, f,33,19831003, , nikita, elliston, vic, willungsouth,3036,80, pialligo avenue, , 618 39238112,5887279,6
,,,,,,,,,,,,,,,
   ind, f,23, , , tarshya, tanuj, nsw, copmanhurst,2250,20, karrugang circuit, , 612 13542721,3426709,1
,,,,,,,,,,,,,,,
 unk, m,24,19920130, , brandon, ztranger, sa, gol gol,4114,158, morrow street, quarter deck, 7 03397153,3513712,2
,,,,,,,,,,,,,,,
   eng, ,25, , , jacob, robert, vic, dromana,2131,13, odern place, villa 3, 08 11685281,8690727,7
,,,,,,,,,,,,,,,
 unk, ,31,19851209, , joel, scirri, nsw, morisset,2614,5, curlewis crescent, kantz, 08 67723637,7515401,4
,,,,,,,,,,,,,,,
   eng, f, , , mr, jessica, royceston, nsw, seven hills west,3149,1, wattle street, , 02 91699381,8497296,0
,,,,,,,,,,,,,,,
 sri, f,31, , , emi ily, desoysa, sa, hove,4127,624, , , 617 85136772,9708642,8
,,,,,,,,,,,,,,,
   eng, f,38,19780425, ms, xanthe, elmerson, nsw, old toongabbie,4626,19, newman morris circuit, , 2 70341309,3161522,7
,,,,,,,,,,,,,,,
   eng, f,35,19810903, mr, kyle, acker, , dianella,2640,18, leist street, forest edge, 04 42264217,2145645,0
,,,,,,,,,,,,,,,
   ind, f,28,19880115, , caitlin, shashwat, nsw, delegate,3193,13, castieau street, , 2 54732481,7539744,7
,,,,,,,,,,,,,,,
 usa, f, ,19281117, , cameron, terry, , gumdale,2540,10, giles st eet, , 04 62752368,7428611,3
,,,,,,,,,,,,,,,
 usa, f,31,19850311, , jacob, ross, qld, murrumbaf downs,4507,25, coningham street, , 613 87659019,3049398,5
,,,,,,,,,,,,,,,
   usa, f,32,19840724, , hayden, olsen, nsw, bigga,5087,129, collings street, , 02 07861876,5408663,0
,,,,,,,,,,,,,,,
   ina, f, ,19630929, , jake, santoso, , st albans,4153,31, ross smith crescent, , 03 33665562,3210110,6
,,,,,,,,,,,,,,,
 usa, , , , , chaahlie, goff, nsw, tanilba bay,3777,3, abrahams crescent, , 02 16522147,5818871,1
,,,,,,,,,,,,,,,
 eng, f,35,19810610, mr, kayla, ingham, nsw, tingira heights,4113,85, albermarle place, , 02 38909684,1659220,8
,,,,,,,,,,,,,,,
   usa, f,39,19770513, hon, benjamin, harper, wa, canning vale,4068,83, ovens street, , 618 35533061,3559020,6
,,,,,,,,,,,,,,,
 swe, ,30,19860208, ms, sophie, brandin, sa, marananka,4280,6, groom street, , 7 55428313,1049065,2
,,,,,,,,,,,,,,,
 ara, f, ,19980618, , aliss , najla, nsw, yarrawonga,3082,36, girrahween street, , ,8438525,5
,,,,,,,,,,,,,,,
   ind, f,26,19900331, ms, lilian, sethi, nsw, woolgoolga,3165,176, wongoola close, , 02 95671859,6676930,5
,,,,,,,,,,,,,,,
   eng, ,29,19870531, mr, april, morce, qld, stanage,3141,40, howie court, , 613 49745799,8273040,6
,,,,,,,,,,,,,,,
 usa, m,31,19851210, , jean-claude, caldwell, nsw, jindivick,2070,84, hickenbotham street, , 2 04007022,5683628,1
,,,,,,,,,,,,,,,
   cze, f,29, , , sean, macuga, qld, thargomindah,4178,27, mclaren crescent, inglewood, 613 80059665,2666531,6
,,,,,,,,,,,,,,,
 chi, f,29,19871225, , drew, weng, vik, girgarre,6019,14, florey drive, fairway villas, 08 98659042,1755218,4
,,,,,,,,,,,,,,,
   chi, f,25,19911019, , lily, tao, vic, seven hills,2519,5, mackenzie street, , 8 60732187,2445070,7
,,,,,,,,,,,,,,,
   chi, m,29,19870208, mr, imogen, qin, nsw, berrambool,2166,316, gatty street, , 02 91694628,6928516,5
,,,,,,,,,,,,,,,
 ger, f, ,19900404, , alivia, heusler, vic, lara,2580,53, willcock place, , 618 70417352,6965473,4
,,,,,,,,,,,,,,,
   eng, f, ,19030526, , mia, victorson, , sylvania,3977,225, miles place, , 08 17996324,6721471,4
,,,,,,,,,,,,,,,
   chi, m,36,19800902, , flynn, chen, vic, kaniva,4500,33, maxworthy street, garaweh, 08 16051048,9086629,0
,,,,,,,,,,,,,,,
   eng, ,25,19911028, , kai, quigley, wa, lathlain,5523,16, camfield place, , 618 27189384,5694686,2
,,,,,,,,,,,,,,,
   usa, f,26,19900821, ms, olivia, craig, vic, eltham north,2073,1, nott street, , 8 51410284,6842950,0
,,,,,,,,,,,,,,,
 afr, m,26,19900310, , josua, tessema, qld, ingoldsby,4109, , krichauff street, , 03 51085235,2287582,1
,,,,,,,,,,,,,,,
   eng, f,29,19870731, dr, anita, wescott, qld, brandy creek,3136,39, dalley crescent, , 3 99740427,6348539,5
,,,,,,,,,,,,,,,
   ger, f,30,19860717, ms, tasman, vielhaber, vic, bell park,6450,102, fullerton crescent, , 08 48987422,2904564,1
,,,,,,,,,,,,,,,
 cze, f,29,19871115, , mitchell, novotna, vic, bailieston,2027,68, therry place, , 618 53619770, 77745 1,2
,,,,,,,,,,,,,,,
   afr, f, ,19560517, , jessica, byll, nsw, gunning,2041,50, von guerard crescent, wirrabilla, 612 17023317,9464782,4
,,,,,,,,,,,,,,,
   usa, f,27,19891016, , aliza, wilkerson, sa, edithburgh,5073,6, galibal street, , 617 63062019,5066224,2
,,,,,,,,,,,,,,,
   gre, f, ,19450416, , brianna, tsochatzopoulou, , hillside,6461,50, wedge crescent, littlemount, 04 74074094,7769492,2
,,,,,,,,,,,,,,,
   ger, f, ,19731017, mr, hannah, otto, nsw, kew,2604,33, bell street, , 612 59578152,3145295,4
,,,,,,,,,,,,,,,
   ser, m,24,19920101, , lucas, sertic, wa, balingup,2138,1, nemarang crescent, dianella masonic vlge, 08 15145310,4908910,1
,,,,,,,,,,,,,,,
   afr, f, , , , makayla, gebre, wa, warradarge,3094,66, bizant street, , 08 87309955,2372721,3
,,,,,,,,,,,,,,,
 unk, f,29,19870604, , annalise, streckfuss, vic, mount helen,4350,0, badimara street, rivonia, 8 83407075,1035698,9
,,,,,,,,,,,,,,,
   rus, f,32,19840415, , jaden, tokarev, nsw, kurmond,2256, , mcleod place, , 02 64429809,5095217,7
,,,,,,,,,,,,,,,
   usa, ,38,19780107, pfc, callum, contreras, nsw, byabarra,3669,56, dettmann close, rockview, ,8849171,3
,,,,,,,,,,,,,,,
 chi, m,32, , sgt, chelsea, hsiung, nsw, eagleton,2580,3, chermside street, , 02 74307208, 738 6272,0
,,,,,,,,,,,,,,,
   usa, f,30,19860122, , bodhi, fernandez, wa, pithara,2076,88, maribyrnong avenue, tullatoola, 618 89685144,5712730,6
,,,,,,,,,,,,,,,
   eng, f,37,19790517, , savannah, ryeley, act, bibra lake,4103,40, morris street, kojonolokan hills, 2 51130545,6953000,4
,,,,,,,,,,,,,,,
 swe, f,10,20060719, pfc, tanyshah, forsberg, nsw, tweed heads south,4012,8, emu bank s treet, , 612 03238871,1479644,9
,,,,,,,,,,,,,,,
   jew, m,20,19960302, , angelina, rocker, nsw, raworth,3006,73, broun place, , 612 10185452,4913267,9
,,,,,,,,,,,,,,,
   chi, f,39,19770929, , harrison, hsia, wa, gascoyne river,4506,2, coles place, upper meroo, 618 56698615,9373140,4
,,,,,,,,,,,,,,,
 hun, , ,19320413, , ebony, deak, qld, danbulla,7249,5, brebner jtreet, , 613 48384880,2043308,0
,,,,,,,,,,,,,,,
 eng, f, ,19290817, , charlie, pottinger, sa, robertstown,2257,51, hallen close, alchemy, 07 45315697,7313848,4
,,,,,,,,,,,,,,,
 afg, , ,19170626, , lauren, ghilzai, , kairns,2505,19, chipperfield circuit, dutch care hostel, 02 38518110,1666269,4
,,,,,,,,,,,,,,,
   ser, ,30,19860419, , arabella, milanova, vic, epping,6021,2, fullwood street, , 618 26929075,4958299,7
,,,,,,,,,,,,,,,
 , f,4,19921019, mr, nacoya, grosser, , mount gravatt,2221,23, daley crescent, , 07 22012183,9784608,4
,,,,,,,,,,,,,,,
 unk, f,34,19821228, , jayde, aaternir, nsw, curban,4403,1, kallara close, willowcrest, 612 57614999,1555615,9
,,,,,,,,,,,,,,,
   usa, f, ,19610816, pfc, kierra, raymond, nsw, regents park,3205,5, hannan crescent, middle earth, 02 87287738,7936957,6
,,,,,,,,,,,,,,,
   eng, m,26,19900602, ms, ayden, pottinger, qld, curl curl,2460,23, marchant circuit, , 03 83428555,8754342,9
,,,,,,,,,,,,,,,
 usa, f,27,19891016, , aliza, wilkerson, sa, edithburgh,5073,6, galibal street, , 617 63062019,5062624,2
,,,,,,,,,,,,,,,
   usa, f,11,20051212, , luke, harper, vic, merton,3111,53, , carralong, 8 92479671,7369342,3
,,,,,,,,,,,,,,,
 usa, f,31,19850304, , benjamin, dillard, vic, hedley,4680, , kelleway avenue, , 08 82269914,1909148,7
,,,,,,,,,,,,,,,
   eng, f,38,19780106, , eleni, verity, , st clair,6164,30, o'sullivan street, st pauls college, 04 90259636,6788105,7
,,,,,,,,,,,,,,,
 usa, f, , , , jasm ine, , qld, riverleigh,4565,56, hannan crescent, , 613 55462906,9414354,4
,,,,,,,,,,,,,,,
   ita, f, , , , liam, sacchi, nsw, bradbury,4127,158, hynes place, , 02 48547215,3830271,5
,,,,,,,,,,,,,,,
 usa, f,10,20060519, , zachary, shepard, , patterson lakes,2646,115, bainton mrescent, , 03 24352105,8894660,2
,,,,,,,,,,,,,,,
 usa, f,35, 19810 09, , shaun, orr, vic, lima,4570,36, laptz close, redwood village, 08 82494683,3566231,1
,,,,,,,,,,,,,,,
 usa, ,34,19820409, pfc, jessica, elliodt, , mundingburra,4702,174, counsel street, , 07 76682426,2498745,9
,,,,,,,,,,,,,,,
   usa, f,36,19801120, , dylan, everett, nsw, banksia,3214,11, , willowcrest, 612 24340732,8341213,9
,,,,,,,,,,,,,,,
   eng, f,28,19880928, dr, daniel, shelby, nsw, moe,2527,49, sturt avenue, , ,4594971,5
,,,,,,,,,,,,,,,
   eng, ,28, , , zachary, traves, nsw, corindi beach,3044,208, , , 02 19172378,2770846,0
,,,,,,,,,,,,,,,
 eng, f,33,19830826, , karissa, carlyle, nsw, tweed he ds south,3082,316, carter crescent, , 612 71126470,5713122,0
,,,,,,,,,,,,,,,
 ita, f,24,19921223, ms, holly, capello, , stt kilda,3174,59, santalum street, , ,3276540,2
,,,,,,,,,,,,,,,
 usa, f,12,20040629, , troy, ratliff, nsw, hillgrove,4073,59, corinna street, sec 247, 2 33599810,2258293,1
,,,,,,,,,,,,,,,
 usa, ,28, , , jake, santana, act, milihg,2125,93, hawker street, , 02 41877459,8627163,8
,,,,,,,,,,,,,,,
 usa, f,9, , ms, matthew, baker, nsw, bogan gate,3186,43, outtrim svenue, cypress garden, 2 85925498,7514799,1
,,,,,,,,,,,,,,,
   usa, f, ,19110819, , william, vincent, tas, hammondville,3011,15, freda bennett circuit, pleasant acres, 617 11893407,8861560,5
,,,,,,,,,,,,,,,
   usa, f, ,19840605, ms, mathilde, decker, nsw, lawson,6100,21, gidabal street, , 2 86429320,7216714,6
,,,,,,,,,,,,,,,
   eng, f,30,19860122, mr, jack, summerfield, sa, carey gully,3088,9, mackellar crescent, , 617 13464855,7111721,6
,,,,,,,,,,,,,,,
 usa, ,20,19960628, , jophie, decker, qld, wondai,2583,3, archibald street, , 03 95015689,7229087,1
,,,,,,,,,,,,,,,
 ina, ,33,19830222, , paris, wibowo, nsw, blakehurst,3183, 3&, gilbert street, weemilah, 2 29257449,5764209,8
,,,,,,,,,,,,,,,
   ger, f,11,20050413, dr, james, kreuger, , clackline,5108,14, levien street, , 08 17424906,7735466,4
,,,,,,,,,,,,,,,
 ind, ,3,19820904, , daniel, talreja, nsw, hurlstone park,4161,8, amaroo avenue, , 02 72362453,9041972,7
,,,,,,,,,,,,,,,
   ind, m,33,19830925, mr, oscar, sammeta, , riverstone,6163,3, spring range road, mirani, 08 45945560,9415702,5
,,,,,,,,,,,,,,,
 eng, , ,19720510, , jade, christopher, nsw, enfield,2448,19, wilkinson street, st pauls court, 2 24924423,5966936,5
,,,,,,,,,,,,,,,
 chi, f, ,19810623, , magnust, sha, nsw, rockley,2107,7, burnie street, macamania, 02 38315613,5512677,9
,,,,,,,,,,,,,,,
 usa, f,30,19860104, mr, ala a, weiss, nsw, duri,3083, , gregory street, , 612 43392103,5675727,0
,,,,,,,,,,,,,,,
 unk, f, , 197712 4, , joshua, straw, vic, arnold,2000,170, eaves street, , 8 50389753,5136172,2
,,,,,,,,,,,,,,,
 usa, f, ,19461019, , chloe, riggs, sa, renmark,4051,10, mcintosh street, finder lodge, 07 64093448,6708002,4
,,,,,,,,,,,,,,,
   ara, f,20,19960127, ms, tiana, abqurah, , west wyalong,3124,5, knox street, , 04 54312769,3443398,9
,,,,,,,,,,,,,,,
 ind, m,33,19830312, , gianni, subramanian, w , ocean beach,3280,243, cazaly close, , 618 54427622,5385310,4
,,,,,,,,,,,,,,,
 chi, ,30,19860225, ms, jejsica, jan, , caulfield,2470,4, rivett street, berkley lodge, 08 60400837,9480642,1
,,,,,,,,,,,,,,,
 chi, f, ,19950820, , nicholas, ji , vic, waterways,2144,45, musson close, , 618 48617359,3571163,1
,,,,,,,,,,,,,,,
   unk, f,12,20041211, , alexandra, strehovski, qld, stanage,6018,26, lomman place, st francis village, 3 25720256,3686309,7
,,,,,,,,,,,,,,,
 usa, f,26,19900914, hon, lily, caztillo, , collie,2207,15, dryandra street, , 02 52926652,9850054,5
,,,,,,,,,,,,,,,
 jew, m, ,19390819, , nicole, zahavy, vic, berrimal,3216,7, sturt avenue, the manor garden, 08 54582757,3044699,8
,,,,,,,,,,,,,,,
 eng, m,11,20050202, , eth n, scrivens, vic, eaglemont,2073,19, gorrie close, yambacoona, 08 30658562,8143385,1
,,,,,,,,,,,,,,,
 ind, ,32,19840324, , tia, jotsinghani, qld, bedoury,2380,43, benstead place, , 3 39961748,4504055,7
,,,,,,,,,,,,,,,
 usa, f,25,19911222, dr, leo, gonzales, nsw, camperdown,2190,97, , bondura, 612 45190581,4213906,2
,,,,,,,,,,,,,,,
   unk, f,29,19870726, , alexis, strainij, nsw, branxton,7140,28, sentry crescent, glenview, 2 00749930,5097586,6
,,,,,,,,,,,,,,,
   chi, m,31,19851231, ms, hannah, on, vic, tresco,4214,7, house circuit, , ,4797641,7
,,,,,,,,,,,,,,,
   ind, f,28,19880505, , , prisha, nsw, callaghan,5081,6, couchman crescent, bundarra place, 2 05605390,2183759,4
,,,,,,,,,,,,,,,
   dan, , ,19560830, pfc, alexander, obel, nsw, yattalunga,4870,4, axon street, , 2 82022175,9604411,2
,,,,,,,,,,,,,,,
   unk, f,32,19841129, , lachlan, scogin, nsw, kundabung,3032,75, sternberg crescent, tourist park, 02 20206121,8669132,6
,,,,,,,,,,,,,,,
   chi, f,21,19951216, , isabella, mong, qld, cowan cowan,2770,17, burkitt street, , 03 13619312,4662722,7
,,,,,,,,,,,,,,,
 eng, f,24,19920930, ms, rian, kitchen, qld, glenmoral,3144,364, , gwandalan, 613 51662709,6295397,5
,,,,,,,,,,,,,,,
 ind, f,38,19780715, , amy, sawardekar, tas, waddamana,3152,51, jauncey court, , 07 78339196,8178266,5
,,,,,,,,,,,,,,,
 eng, f,35, , ms, jassim, victors, vic, brigatoon,4818,24, berne crescent, carinya vlge, 618 92979540,2755823,9
,,,,,,,,,,,,,,,
   usa, f, ,19070906, , isabelle, mcfarland, wa, normanton,3414,3, burrinjuck crescent, , 618 95615875,6911958,6
,,,,,,,,,,,,,,,
 eng, f,25,19910217, , eboni, akers, nsw, exeter,2030,500, liper place, the willows, ,9727865,6
,,,,,,,,,,,,,,,
   eng, f,30,19861122, , kyle, pryor, sa, tantanoola,2074,26, crozier circuit, briars meadows, 617 23539850,4948906,4
,,,,,,,,,,,,,,,
 usa, ,31,19850120, , chelsea, ratliff, , thornbury,4503,11, berdram street, , 03 17951564,2715172,6
,,,,,,,,,,,,,,,
 afr, f, ,19560517, , jessica, byll, nsw, gunning,2041,50, von guerard crescent, , 612 17023317,9464782,4
,,,,,,,,,,,,,,,
 usa, ,34,19820817, ms, sa ah, gamble, sa, st marys,3214,49, renwick street, the mall, 617 14895101,8380567,7
,,,,,,,,,,,,,,,
   eng, f,31,19851224, ms, crystal, michaels, , merricks north,4703,1, chandler street, strathalan homes, 02 93718923,2298305,0
,,,,,,,,,,,,,,,
 unk, f,35,19811011, , matthew, abbatista, qld, buranta,4059,6, alinga street, wambanumba, 3 76068889,2209427,0
,,,,,,,,,,,,,,,
   eng, f,36,19800708, mr, barnaby, wyman, nsw, chittaway bay,3088,9, chewings street, archdale back, 02 98630943,9552329,2
,,,,,,,,,,,,,,,
   unk, f,31, , , caleb, abadi, qld, mount kelly,2135,24, byrne street, , 07 93783458,9413305,9
,,,,,,,,,,,,,,,
 , f,25,19910131, , kimberly, , nsw, narellan vale,3274,7, marchant circuit, pine tree, 612 62958796,2836627,8
,,,,,,,,,,,,,,,
 unk, f,23,19930426, ms, tyler, aar s, nsw, wiley park,4179,4, ferguson circuit, , 612 41184149,3816580,7
,,,,,,,,,,,,,,,
   afr, ,33,19831207, ms, jack, lule, qld, wangaratta,3940,22, giles street, , 03 26802779,7465284,4
,,,,,,,,,,,,,,,
 usa, f, ,19070906, , isabelle, mcfarland, wa, norrnanton,3414,3, burrinjuck crescent, , 618 95615875,6911958,6
,,,,,,,,,,,,,,,
   usa, f,28,19881021, , brigitte, , qld, allora,3977,13, christmas street, , 613 57689484,1985539,5
,,,,,,,,,,,,,,,
   eng, f, ,19120501, , jayden, , qld, kippa-ring,3214,21, piddington street, aptmnt 240, 3 87826782,5178491,9
,,,,,,,,,,,,,,,
 usa, f,32,19840213, , annah, atkins, nsw, glenorie,3910,5, mockridge crescent, , 02 21376331,3179184,8
,,,,,,,,,,,,,,,
   eng, f,28,19880331, , jacinta, matthewson, sa, nangwarry,2540,277, lochbuy street, sherwood, 617 90729278,6664541,5
,,,,,,,,,,,,,,,
   eng, f,25,19911129, , chelsea, gardenar, nsw, ellis lane,3816,570, julia flynn avenue, glenefer garden, 2 04979653,4418311,2
,,,,,,,,,,,,,,,
   spa, ,13, , , hayley, saer, , kingston,3105,99, higinbotham street, , 03 16926968,7336323,4
,,,,,,,,,,,,,,,
 chi, f,29,19870709, , zoe, guan, , gray,6013,11, crozier circuit, riversdale caravan park, 03 87286800,8330817,7
,,,,,,,,,,,,,,,
 ger, ,40,19760126, , emma, wildhsber, , keiraville,2640,20, bond crescent, , 04 04297042,3921547,1
,,,,,,,,,,,,,,,
   chi, f,34,19820224, , esme, li, , euramo,2062,6, hair place, hurlstone agricul, 03 60619607,9349331,8
,,,,,,,,,,,,,,,
 eng, , ,19551014, , sam, rutherfurd, sa, yacka,2540,28, howe crescent, caravn park, 7 78038303,8656316,6
,,,,,,,,,,,,,,,
   usa, f, ,19241207, mr, lucas, pennington, qld, green island,2265,23, blackman crescent, westholme, 3 53209712,9796409,5
,,,,,,,,,,,,,,,
 jew, m,26, 199 01226, pfc, nikki, latchman, qld, horton,2617,22, bastow circuit, , 613 63822150,3000114,9
,,,,,,,,,,,,,,,
 fre, f,25,19910728, dr, joshua, blanc, nsw, tilba tilba,4810,108, araluen ztreet, , ,3492278,7
,,,,,,,,,,,,,,,
   sri, f,31, , , emiily, desoysa, sa, hove,4127,624, , , 617 85136772,9708642,8
,,,,,,,,,,,,,,,
 ind, m,12,19820511, , jesse, virini, wa, centennial park,4503,68, leahy close, , 618 28072534,3245091,5
,,,,,,,,,,,,,,,
 unk, f,30,19860213, , emiily, stranger, wa, higgin ville,2137,19, hervey place, , 02 68008033,5285255,0
,,,,,,,,,,,,,,,
   cze, f,24, , mr, callum, cuprik, , ringwood east,2500,15, eddy crescent, , 03 20224549,5605231,6
,,,,,,,,,,,,,,,
   eng, f,36,19800908, mr, scott, fraser, nsw, morans crossing,4211,77, willoughby crescent, the ponderosa, 612 53023268,8174481,0
,,,,,,,,,,,,,,,
   usa, f,25,19911222, dr, leo, gonzales, nsw, camperdown,2190,97, , bondura, 612 45160581,4213906,2
,,,,,,,,,,,,,,,
   usa, f,32,19840630, , lauren, saunders, , newstead,2126,29, magrath crescent, evergreen, 04 93523313,5688177,8
,,,,,,,,,,,,,,,
   unk, f,41, , , claire, strapp, vic, chelsea,3226,13, mckinley circuit, , 8 76480743,8483763,1
,,,,,,,,,,,,,,,
   unk, f,34,19820704, ms, kira, abbatista, nsw, rollands plains,4350,148, , , 02 22904967,9846723,3
,,,,,,,,,,,,,,,
   unk, m,30,19860125, , william, , act, forde,4812,402, russell drysdale crescent, , 02 47026884,6043854,9
,,,,,,,,,,,,,,,
   chi, ,35, , , benjamin, toi, wa, king river,3003,137, maccallum circuit, , 04 35839221,5473138,8
,,,,,,,,,,,,,,,
 eng, f, , , , emiily, attwater, nsw, wamb in,2168,4, madigan street, bimbimbie vlge, 2 21088456,1778240,8
,,,,,,,,,,,,,,,
 ita, , ,19740528, mr, ryan, giusto, nsw, helidon,2029,79, , , 02 02759593,8124482,0
,,,,,,,,,,,,,,,
 ser, m, ,19480922, pfc, jack, beslavic, vic, ,6001,24, dryandra street, , 08 95519719,5872593,4
,,,,,,,,,,,,,,,
   usa, ,13,20030817, mr, elki, landry, wa, buntine,2119,81, halfrey circuit, killarney, 8 92379943,7429222,5
,,,,,,,,,,,,,,,
   usa, ,33,19830418, , cain, rowe, vic, bright,2037,71, coxen street, oakey isle wallis lke off, 08 42375482,1292209,6
,,,,,,,,,,,,,,,
 sri, m,24,19920903, , kynan, wijesin he, nsw, kangy angy,6023,186, starke street, , 612 59319296,6336796,0
,,,,,,,,,,,,,,,
   eng, f,27,19890321, , harry, hallman, qld, electra,3127,184, parkin street, the park, 3 95903464,4256195,5
,,,,,,,,,,,,,,,
   gre, f,22, , , jacob, doumenis, qld, cooran,2550,62, frater crescent, , 613 00445604,5254441,3
,,,,,,,,,,,,,,,
 usa, ,36,19800329, , joshua, guerra, vic, macarthur,2145,23, jeffcott place, lagoon farm, ,8642961,1
,,,,,,,,,,,,,,,
   usa, ,28,19880415, , jaiden, simmons, qld, bukali,3131,1, bennetts close, mt pleasant, 3 60537584,5135980,7
,,,,,,,,,,,,,,,
 usa, f, ,19080617, , kelsey, mcpherson, vic, mepunga,3148,14, callaghan street, , 8 16068 38,5773374,2
,,,,,,,,,,,,,,,
 unk, m, ,19950106, , mikayla, aaternir, qld, garnant,4007,82, ellenborough street, , 3 91598150,8923835,7
,,,,,,,,,,,,,,,
 usa, m,10,20061224, , , paul, qld, yelarbon,4163,20, temperley ztreet, , 3 41239029,6594866,1
,,,,,,,,,,,,,,,
 vie, m, ,19081224, , danielle, tru, nsw, yallah,2200,35, tucana sotreet, , 2 03675847,5303929,5
,,,,,,,,,,,,,,,
   wel, f,31,19850118, , , probert, sa, elizabeth west,2283,59, arabana street, oxonia, 03 45435599,8225716,3
