 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
   ind, f,27,19890921, , nicholas, revathi, vic, strathallan,2204,66, ashkanasy crescent, , 618 01015309,8927132,5
,,,,,,,,,,,,,,,
   ser, m,27,19890409, mr, sian, karoglan, nsw, jeremadra,4306,20, cobar place, inglewood, 612 30014819,5059619,4
,,,,,,,,,,,,,,,
   eng, m, ,19830724, , tegan, abbey, sa, nailsworth,6162,48, holden crescent, , 617 61264232,2915985,6
,,,,,,,,,,,,,,,
   eng, f,31,19850804, mr, sarah, brams, nsw, vittoria,5242,41, freda bennett circuit, , 02 29942451,4899761,6
,,,,,,,,,,,,,,,
   usa, f,30,19860729, , abbey, dejesus, vic, frankston,6258,19, barrallier street, , 618 89431190,3748669,6
,,,,,,,,,,,,,,,
   fin, m,8, , , marco, karpinen, vic, byrneside,4506,55, fidler court, , 618 15377891,4613168,9
,,,,,,,,,,,,,,,
   usa, f, ,19781118, , georgia, buckner, qld, alice creek,2153,54, alexander mackie circuit, kinkora village c/pk, 03 03870493,4643426,6
,,,,,,,,,,,,,,,
   unk, f,32,19840426, , diamond, scirri, nsw, st peters,6027,12, namatjira drive, rowethorpe, 612 20875620,9599374,5
,,,,,,,,,,,,,,,
   ger, ,27,19890916, , emiily, ostendorp, nsw, gilgandra,3148,40, , kilvinton village, 2 17454625,2738684,9
,,,,,,,,,,,,,,,
   dan, ,28,19880514, , sybella, hØrby, nsw, dalgety,4113,27, harry hopman circuit, , 612 60696866,5876256,0
,,,,,,,,,,,,,,,
   usa, f,24,19920201, hon, gabriel, english, nsw, whitton,6317,91, brash place, , ,9616319,6
,,,,,,,,,,,,,,,
   chi, f, ,19421010, , mitchell, dee, nsw, coogee,4655,5, rohan rivett crescent, trilogy, 03 00089156,7683422,7
,,,,,,,,,,,,,,,
   unk, m, ,19530828, , hayden, aballon, nsw, rydal,3196,633, stradbroke street, , 02 22652929,5341308,3
,,,,,,,,,,,,,,,
   vie, , ,19450708, ms, thomas, luong, nt, winnellie (po boxes),6015,112, burtt crescent, , 613 35454840,4999928,6
,,,,,,,,,,,,,,,
   ind, f,32,19840501, mr, dylan, mangtani, qld, wetheron,2763,338, hamelin crescent, fairholme, 03 65207937,7240810,7
,,,,,,,,,,,,,,,
   unk, ,30,19860401, , hannah, scopel, wa, home island (cocos (keeling) islands),2430,45, methven place, , 08 67928847,5329438,0
,,,,,,,,,,,,,,,
   eng, f, ,19561212, , phoebe, royston, nt, darwin,2361, , knox street, carey park, 3 91822438,8397809,8
,,,,,,,,,,,,,,,
   eng, m,19,19971106, , lachlan-john, martinson, vic, nullawarre,2176,2, goodchild street, oakdene, 8 67867559,5800934,1
,,,,,,,,,,,,,,,
   eng, f,11, , dr, hanna, traves, nsw, werombi,2325,50, carlile street, omaru, 612 23364823,2669197,3
,,,,,,,,,,,,,,,
   pak, m,26,19900801, , adam, noristani, vic, invergordon south,3228,35, coranderrk street, oakdale, 618 91094070,5731591,8
,,,,,,,,,,,,,,,
   eng, f, ,19111214, , ryan, ryder, , little grove,4352,20, hartigan street, , 04 79186083,2009970,4
,,,,,,,,,,,,,,,
   chi, f, ,19291008, , brodie, ti, nsw, bonshaw,6330,28, dalrymple street, , 2 62632041,6387326,3
,,,,,,,,,,,,,,,
   unk, f,9,20070909, , thomas, scoby, act, gordon,2566,3, bogan place, , 02 39285596,8447241,3
,,,,,,,,,,,,,,,
   ger, m,33,19830821, , emma, nerius, nsw, woodview,4285,12, crisp circuit, stoney creek, 612 00566152,9568104,1
,,,,,,,,,,,,,,,
   eng, f,33,19830222, , william, abrahams, sa, burra,2150,62, barnard circuit, , 617 46765547,9877038,7
,,,,,,,,,,,,,,,
   ind, f,31,19850316, dr, samuel, jaswani, nsw, wedderburn,2529,204, namatjira drive, , 02 73185525,2600228,1
,,,,,,,,,,,,,,,
   chi, f,24,19920812, ms, adele, tay, nsw, douglas park,5075,20, foveaux street, , 02 23283630,3599657,1
,,,,,,,,,,,,,,,
   usa, f,30,19860211, , travis, cleveland, qld, dykehead,2263,111, bissenberger crescent, dolphin arcade, 03 43506648,3164268,8
,,,,,,,,,,,,,,,
   unk, f, ,19150407, , alyssa, scofield, qld, sharon,4152,10, alpen street, , 03 33681809,5684097,0
,,,,,,,,,,,,,,,
   , f,29,19871210, hon, joshua, mao, nsw, st johns park,4468,116, mindarie street, , 2 70243616,6517756,6
,,,,,,,,,,,,,,,
   unk, f, , , , jye, scirri, wa, mosman park,6020,10, supply place, banana shed, ,5883274,9
,,,,,,,,,,,,,,,
   eng, ,29,19870423, , jake, mark, nsw, melrose park,6018,108, salmon place, , 02 53520107,5430668,4
,,,,,,,,,,,,,,,
   eng, f,32,19840529, , chloe, josephs, , maryvale,2611,71, tompson street, , 04 96879012,3087936,3
,,,,,,,,,,,,,,,
   eng, f,22, , ms, cooper, royston, nsw, bribbaree,4074,65, phillip avenue, , 02 58880653,9214667,9
,,,,,,,,,,,,,,,
   eng, f, ,19530612, ms, luke, robert, tas, bowral,3172,23, salsola street, alnwick, 617 58375021,2172412,5
,,,,,,,,,,,,,,,
   fre, f,29,19871123, ms, william, foulques, wa, parkerville,2540,134, sheehy street, boondara, ,5630327,9
,,,,,,,,,,,,,,,
   eng, m, ,19240627, , harry, brasher, nt, yirrkala,5047,1048, cropper retreat, mt pleasant, 613 56207563,5765589,6
,,,,,,,,,,,,,,,
   usa, m,28,19880206, hon, ridley, frederick, vic, alexandra,3190,4, gray place, , 8 90627119,7616651,0
,,,,,,,,,,,,,,,
   usa, ,39, , pfc, bailey, ng, tas, fingal,2830,64, james street, maculata, 617 26987480,3200061,4
,,,,,,,,,,,,,,,
   unk, f,29,19871125, dr, , scolastique, nsw, moombooldool,4053,4, embling street, the gums, 2 23941585,4010931,1
,,,,,,,,,,,,,,,
   eng, m,32,19840803, , riley, gully, qld, bloomsbury,3752,28, chapple close, channel, 3 87350838,7567046,4
,,,,,,,,,,,,,,,
   usa, ,30, , , kale, becker, nsw, pyrmont,3169,16, walsh place, malbooma, 612 34756777,1252270,8
,,,,,,,,,,,,,,,
   nor, ,27,19890114, , annabella, skjelbraid, nsw, milsons point,2250,6, huxley place, , 02 55810097,4755537,9
,,,,,,,,,,,,,,,
   usa, ,34,19821226, , samuel, maldonado, sa, largs north,5540,26, allambee street, heatherdale, 7 45459393,6037162,0
,,,,,,,,,,,,,,,
   hun, f,32,19841127, pfc, lilian, kalman, , myrtleford,2779,24, bellchambers crescent, , 03 62684492,2926988,5
,,,,,,,,,,,,,,,
   eng, , ,19551128, , jai, bardsley, vic, inkerman,5034,1, miller street, the tops, 618 98454460,9251698,8
,,,,,,,,,,,,,,,
   unk, f,34,19821124, , max, scopel, sa, lock,2218,70, castleton crescent, , ,8407394,8
,,,,,,,,,,,,,,,
   , m,31,19850602, hon, michael, siviour, vic, tecoma,6160,66, oldham court, , 08 98517521,2202820,6
,,,,,,,,,,,,,,,
   ind, ,35,19810718, ms, vendula, kaurani, vic, bennison,5044,240, sheppard street, , 03 77359667,9995163,9
,,,,,,,,,,,,,,,
   usa, f,29,19870221, mr, morgan, mclean, vic, altona meadows,2141,180, comrie street, , 618 68596233,3933119,1
,,,,,,,,,,,,,,,
   chi, f,10,20060906, ms, xani, yei, nsw, austinmer,2630,290, yellowbox road, brentwood vlge, 02 73863664,5175695,0
,,,,,,,,,,,,,,,
   chi, f,29,19870305, ms, aaron, wan, nsw, shellharbour,3032,32, bugden avenue, , 2 33695951,8271448,8
,,,,,,,,,,,,,,,
   gre, , ,19130223, dr, kaleb, liberopoulou, nsw, artarmon,3121,129, murphy street, ravensfield, 2 22208423,7677323,8
,,,,,,,,,,,,,,,
   chi, f,30,19860203, dr, harrison, ue, vic, illowa,4068,33, sands place, mortlock house, 618 08603491,4646107,4
,,,,,,,,,,,,,,,
   hun, , ,19160602, pfc, hayden, temesvari, nsw, seaforth,2101,28, somerset street, , 612 69353600,6750108,5
,,,,,,,,,,,,,,,
   eng, f,10,20061014, ms, cooper, hightower, nsw, copacabana,4714,22, currong street, barra barroo, 02 10754279,7591801,9
,,,,,,,,,,,,,,,
   ind, m,38,19781008, , hannah, rupa, wa, takalarup,2325,19, burkitt street, the meadows, 08 77952016,2175251,8
,,,,,,,,,,,,,,,
   chi, m, ,19680616, mr, zane, phan, vic, tarneit,7316,2, shackell place, parklands village, 07 43425028,5386742,0
,,,,,,,,,,,,,,,
   usa, f,25, , , , watson, qld, burnett heads,6275,24, jemalong street, shopping centre, 613 03555875,1763123,2
,,,,,,,,,,,,,,,
   ger, ,29, , ms, matthew, sprecher, sa, west richmond,4306,2, mackerras crescent, , 617 89415935,9330379,0
,,,,,,,,,,,,,,,
   eng, f,29,19870805, ms, adam, hambledon, vic, bell park,3060,26, salsola street, , 08 16079239,3443196,0
,,,,,,,,,,,,,,,
   ser, f,21,19950401, hon, montana, ahmetovic, wa, south stirling,2372,14, pennefather street, yarrowee farm, 08 93806391,1803712,1
,,,,,,,,,,,,,,,
   ser, f,36,19800817, , jack, radul, wa, moresby,3690,203, de graaff street, circus hill, 08 73244418,4252472,7
,,,,,,,,,,,,,,,
   usa, f,31,19851222, mr, kyle, beard, nsw, narooma,3585,3, wade street, the richard house, ,2090062,7
,,,,,,,,,,,,,,,
   eng, f,33,19830923, , kirra, tasker, wa, merriwa,7052,20, lochbuy street, , 07 30354135,5580254,1
,,,,,,,,,,,,,,,
   eng, ,13,20030219, , riley, danell, vic, mount clear,4122, , tinderry circuit, , 08 54401070,6891019,1
,,,,,,,,,,,,,,,
   eng, f,29,19871130, , felicity, christopherson, nsw, condong,2256,79, malara street, , 2 43031101,3318664,8
,,,,,,,,,,,,,,,
   usa, f,28,19881018, , nikki, webb, , kings park,3104,41, eldridge street, , 04 84502290,3338762,2
,,,,,,,,,,,,,,,
   eng, ,33,19830907, ms, phoebe, thorn, qld, swan vale,4122,25, , , 08 92376587,5310707,5
,,,,,,,,,,,,,,,
   eng, m,32,19841220, dr, matthew, walterson, vic, henty,5043,1, leichhardt street, , 08 15245420,8012082,5
,,,,,,,,,,,,,,,
   ind, f, ,19420109, , alexandra, gulani, wa, pemberton,3134,10, chevalley loop, evelyn heights, 08 86685283,9034070,3
,,,,,,,,,,,,,,,
   ind, m, ,19501118, , mia, pankaj, wa, cable beach,4510,5, strickland crescent, , 618 19036425,9573309,9
,,,,,,,,,,,,,,,
   eng, m, , , dr, mitchell, brownlow, vic, cora lynn,7320,36, muntz street, sheep station, 03 49426415,5780012,1
,,,,,,,,,,,,,,,
   unk, f,27, , , brydee, aaberg, nsw, menindee,2640,13, arabanoo crescent, , 612 16169885,1226267,7
,,,,,,,,,,,,,,,
   chi, f,34,19820711, , gabrielle, da, vic, wodonga,6019,8, hemmings crescent, , 08 61758699,7050343,2
,,,,,,,,,,,,,,,
   ind, f,32, , ms, caitlin, neel, nsw, elderslie,3220,11, nardoo crescent, , 2 33909975,1261139,6
,,,,,,,,,,,,,,,
   dut, ,31,19850220, , nicholas, boogaard, wa, peedamulla,5573,50, kalgoorlie crescent, , ,2761824,0
,,,,,,,,,,,,,,,
   ind, m, ,19080815, ms, fyynlay, dosanjh, qld, limestone creek,3021,62, giles street, , 3 79405473,6492843,3
,,,,,,,,,,,,,,,
   , f,37,19790503, dr, jake, ryan, sa, christie downs,3150,1, allan street, , 02 46810636,7805421,3
,,,,,,,,,,,,,,,
   unk, f, ,19931020, mr, juliana, strapp, qld, blairmore,2134,14, landsborough street, glen elgin, 613 97054147,5414076,6
,,,,,,,,,,,,,,,
   unk, ,30,19860704, dr, sophie, scime, vic, chapple vale,812,3, covington crescent, brentwood vlge, 8 98171364,8628135,1
,,,,,,,,,,,,,,,
   afr, f,27,19890210, , , kizito, qld, ingham,4034,72, ebenezer street, , 03 59040146,8169534,6
,,,,,,,,,,,,,,,
   usa, m,31,19850102, dr, alexandra, coffey, nsw, lorne,4560,2, gregson place, mariner views, 2 59144534,5344717,8
,,,,,,,,,,,,,,,
   usa, f,34,19820729, , daniel, castillo, nsw, acacia gardens,4655,28, beetaloo street, hazelwood garden, 02 09923082,6570187,4
,,,,,,,,,,,,,,,
   eng, m,31,19850127, cpl, amelie, midgley, vic, scotsburn,2219,35, chillagoe street, the grange mobile hme park, 08 51380623,5241044,5
,,,,,,,,,,,,,,,
   eng, ,25,19910818, , william, michaelson, vic, newborough,3121,16, mcgivern crescent, , 08 95647789,1811305,2
,,,,,,,,,,,,,,,
   , f,36,19800424, , matthew, le leu, vic, launching place,6027,85, goldfinch circuit, milton, ,8976992,1
,,,,,,,,,,,,,,,
   cze, f,32,19840522, mr, montana, geitler, nsw, bogan gate,2628,7, ormond street, , ,1632426,7
,,,,,,,,,,,,,,,
   ser, ,27,19890517, , aidyn, naciek, qld, heron island, ,1, laker crescent, , 3 41697697,4804897,8
,,,,,,,,,,,,,,,
   ira, f,31,19850310, , holly, , wa, feysville,2197,38, salsola street, , 8 77129727,9956831,3
,,,,,,,,,,,,,,,
   rom, m,23, , ms, lucy, negura, tas, wesley vale,5158,1, coghill close, , ,2582896,9
,,,,,,,,,,,,,,,
   unk, f,28,19880923, , cassidy, sciacca, vic, jeeralang,832,14, , , 8 55094829,6369490,2
,,,,,,,,,,,,,,,
   ind, f,26,19900413, , liam, manekshaw, wa, mulataga,6102,1, eagle circuit, , 08 03573409,6782510,1
,,,,,,,,,,,,,,,
   , f,35,19810225, , timothy, borgelt, nsw, valley heights,4510,73, wybalena grove, , 612 83701025,4153979,9
,,,,,,,,,,,,,,,
   unk, ,20,19960727, mr, michael, scollard, vic, kawarren,4215,39, kangaroo court, hyland, 8 75419014,6232357,5
,,,,,,,,,,,,,,,
   ita, f,33,19830909, , liam, stinzi, vic, modewarre,3942,848, handasyde street, north rocks park, 8 71911743,8378842,5
,,,,,,,,,,,,,,,
   eng, f,22,19941025, ms, ethan, christopher, qld, lemontree,6566,17, nambir court, northwood park, 3 93581650,6690745,8
,,,,,,,,,,,,,,,
   cze, ,32,19840620, ms, emiily, surilla, wa, glenoran,2170,30, steffanoni circuit, , 8 01410342,4283567,9
,,,,,,,,,,,,,,,
   eng, f,22,19940527, , james, thacker, vic, bengworden,6232,8, namatjira drive, , 8 87088395,3307435,6
,,,,,,,,,,,,,,,
   usa, f,38,19781020, dr, jacob, juarez, sa, minlaton,5022,60, sprent street, , 07 69548774,6391063,4
,,,,,,,,,,,,,,,
   usa, f, ,19571129, ms, tara, finley, nsw, garthowen,4814,24, , , 612 98038743,2390067,0
,,,,,,,,,,,,,,,
   usa, f,29,19870401, , simone, mann, wa, preston beach,5357,128, strahan row, kerry street, 8 56473848,6764361,7
,,,,,,,,,,,,,,,
   usa, f,32,19840306, , jayden, pittman, , figtree,2073,1, robertson street, , 08 05468553,1212144,8
,,,,,,,,,,,,,,,
   chi, f,23,19931103, , kaela, shun, act, canberra,2538,58, kenyon circuit, , 2 14516916,3667731,6
,,,,,,,,,,,,,,,
   unk, ,22,19940617, , cooper, streich, vic, telford,3216,53, allan street, pyramid caravn park, 8 28666479,6628071,2
,,,,,,,,,,,,,,,
   eng, f,31,19851005, ms, morgan, harman, qld, herston,2663,1, moore street, , 3 98796577,1704593,5
,,,,,,,,,,,,,,,
   usa, ,29, , , brooke, ferrell, nsw, glen alpine,2257,182, olliff place, , 2 49523863,3853971,5
,,,,,,,,,,,,,,,
   unk, f,33,19831206, dr, emiily, sclafani, , cobar,6330,78, jandamarra street, , 08 63224839,8297227,2
,,,,,,,,,,,,,,,
   , f,34,19820513, ms, alexandra, campbell, nsw, whitebridge,2785,51, zadow place, , 2 73278868,8219756,4
,,,,,,,,,,,,,,,
   unk, , ,19910827, , shelby, schwanke, qld, emu vale,3141,36, wendy ey place, stoneyhurst, 613 17491510,5630590,8
,,,,,,,,,,,,,,,
   nor, f,29,19871101, , timothy, vind, , albion park,2460,23, yabsley place, , 08 79840035,7776653,4
,,,,,,,,,,,,,,,
   chi, ,27, , , shandril, jwo, vic, katandra,3056,6, bruxner close, , 618 30085810,9703334,6
,,,,,,,,,,,,,,,
   usa, m,12,20041203, ms, luke, house, , bayswater,3121,17, jenkinson street, , 03 62729241,4705159,4
,,,,,,,,,,,,,,,
   fin, f,32,19840621, , emiily, ahlfors, vic, shelbourne,7010,37, toona place, , 08 91536537,6168349,4
,,,,,,,,,,,,,,,
   unk, m,21,19950920, , michael, strainij, tas, bellingham,2539,1, national circuit, , 617 71711243,9506460,6
,,,,,,,,,,,,,,,
   unk, f,35,19811107, mr, toby, aarnoudse, nsw, arundel,7173,4, totterdell street, , 612 35049046,1374181,4
,,,,,,,,,,,,,,,
   usa, ,20,19960214, ms, juliana, velasquez, qld, swan view,2262,9, ashley drive, , 03 40573493,7310601,8
,,,,,,,,,,,,,,,
   usa, ,26,19900216, pfc, amber, schmidt, nsw, gemalla,2328,64, crowder circuit, , 612 01488767,4532567,8
,,,,,,,,,,,,,,,
   pol, f,19, , ms, polly, borniski, , forbes,2023,16, beazley crescent, , 03 87716470,2674303,7
,,,,,,,,,,,,,,,
   usa, m,39,19771008, dr, lauren, hinton, sa, wolseley,2291,43, namatjira drive, espie, 617 19857573,4237750,1
,,,,,,,,,,,,,,,
   chi, ,26,19900610, ms, harry, sui, nsw, cordeaux heights,2087,10, ainsworth street, montrose, 2 58847346,9362087,0
,,,,,,,,,,,,,,,
   usa, f,23,19931027, mr, kobe, bruce, wa, oombulgurri,6054,30, barsdell place, , 8 29434000,4170162,7
,,,,,,,,,,,,,,,
   eng, f,34,19820606, , flynn, mayes, nsw, manyana,2533,35, earle street, , 02 63389161,1640402,0
,,,,,,,,,,,,,,,
   chi, ,10,20060719, dr, holly, man, , oakleigh,2319,12, william hudson crescent, , 07 29806714,3392816,1
,,,,,,,,,,,,,,,
   chi, ,24,19920127, , takara, ao, nsw, greensborough,3125,12, margany street, , 02 10539059,4219251,4
,,,,,,,,,,,,,,,
   gre, f, ,19681018, , kyle, boustris, nsw, valley heights,2287,183, mugglestone place, mayfair, 612 69987967,1087294,5
,,,,,,,,,,,,,,,
   chi, f, ,19140502, ms, andrew, gwang, qld, edward river,5019,33, vonwiller crescent, paradise stud, 613 33704302,6432873,7
,,,,,,,,,,,,,,,
   unk, f,28,19880916, ms, charlie, aarts, nsw, newcastle,4350,13, chirnside circuit, , 2 92664114,3831285,2
,,,,,,,,,,,,,,,
 usa, f,34,19821125, , s ean, chambers, vic, red bluff,3995,78, burtt crescent, , 618 53150959,3425924,8
,,,,,,,,,,,,,,,
   usa, f, ,19681111, ms, joshua, fowler, tas, campania,2560,52, florentine circuit, , 7 21829600,4913363,1
,,,,,,,,,,,,,,,
   unk, f, ,19571203, mr, annalise, strehovski, vic, moyston,2163,14, slessor crescent, , 04 20918362,2443531,4
,,,,,,,,,,,,,,,
   cze, ,40,19760912, , tiahana, schoenberger, , murarrie,5606,34, torrens street, bright view, 04 96734108,2880962,3
,,,,,,,,,,,,,,,
   unk, ,31,19851226, , adam, schwanke, vic, yarck,4215,33, levien street, , 08 84139500,9912576,8
,,,,,,,,,,,,,,,
   eng, m,30, , ms, jacobie, , qld, south ripley,2210,4, stanfield close, , 03 85807918,1176767,1
,,,,,,,,,,,,,,,
   eng, f,31,19850212, , mitchell, savege, nsw, wetherill park,2113,166, stanfield close, glenlee, 2 50238371,6019501,9
,,,,,,,,,,,,,,,
   ind, f,20,19960806, , chloe, manuja, vic, nunawading bc,5290,9, , , 8 32225529,3534671,1
,,,,,,,,,,,,,,,
   usa, f, ,19021117, , larissa, wynn, qld, bluewater,3174,1, namadgi circuit, , 03 72925512,4997847,3
,,,,,,,,,,,,,,,
   ger, f,26,19900323, , mia, titz, nsw, eungella,2042,60, mcgill street, the iron farm, 02 45002060,3518825,9
,,,,,,,,,,,,,,,
   eng, m, ,19950529, , leah, wootton, nsw, rutherford,5068,13, cochrane crescent, bendigo retirement village, 02 87072960,7546992,1
,,,,,,,,,,,,,,,
   vie, ,38,19781005, , , dang, tas, kimberley,2290,213, glynn place, rixon arcade, 07 70753218,3303453,4
,,,,,,,,,,,,,,,
   usa, f, ,19320729, , emma, stephens, vic, gipsy point,3953,128, gaunson crescent, , ,4620730,3
,,,,,,,,,,,,,,,
   eng, ,28,19880428, pfc, prudence, abrahamson, nsw, ashmont,2617,14, agnew street, robley house, 02 99642090,1917529,3
,,,,,,,,,,,,,,,
   spa, f,28,19880116, dr, lucy, carballo, nsw, dargan,6061,8, ellerston avenue, , 612 46669863,5721178,6
,,,,,,,,,,,,,,,
   , ,31, , hon, ambrosia, spagnoletti, nsw, iluka,3338,80, lowanna street, , 2 67997843,6291344,0
,,,,,,,,,,,,,,,
   pol, f, ,19160821, , madison, baginsky, , bundaberg,2477,8, mirrool street, , 03 58454308,1794025,3
,,,,,,,,,,,,,,,
   ger, f,32,19840901, , jack, schumacher, qld, wyreema,2088,19, coranderrk street, , 613 58499056,3799894,8
,,,,,,,,,,,,,,,
   eng, m,24,19920419, ms, joshua, neville, vic, bulleen,4551,12, flora place, , 04 94943172,8235010,0
,,,,,,,,,,,,,,,
   usa, f,32,19840903, , noah, nash, vic, wando vale,3995,27, studley street, tewantin plaza, 8 00164521,3616355,2
,,,,,,,,,,,,,,,
   unk, f,27,19890411, , lucas, scopel, , paddington,6062,8, woronora street, , 03 72960365,1587113,9
,,,,,,,,,,,,,,,
   usa, f,21,19950525, , shaun, pace, vic, yellingbo,7010,77, duggan street, , 618 72591657,4212870,6
,,,,,,,,,,,,,,,
 , ,40, , , makenaie, dudley, sa, two wells,2340,11, noble close, , 7 47917371,6654650,3
,,,,,,,,,,,,,,,
   usa, ,24,19920207, hon, benjamin, lancaster, vic, bullengarook,5065,36, fernyhough crescent, , 8 66286078,7723456,0
,,,,,,,,,,,,,,,
   abo, ,30,19860125, , april, marika, vic, bamawm,3214,2, mugglestone place, , ,2322155,4
,,,,,,,,,,,,,,,
   eng, f,26,19900121, ms, madison, robert, nsw, kangaroo valley,2171,20, aspinall street, lynd hurat, 02 26358452,7863787,7
,,,,,,,,,,,,,,,
   ind, f,30,19861112, mr, toby, nichani, nsw, warilla,2262,15, , killarney park, 2 42888028,5381496,3
,,,,,,,,,,,,,,,
   eng, f,38,19780529, , sarah, josephs, vic, serpentine,2036,24, lindrum crescent, , 08 81555315,5149967,3
,,,,,,,,,,,,,,,
   eng, f,28,19880412, ms, lily, rier, sa, morphett vale,835,19, green place, jemalong retrmnt vlge, ,2826147,7
,,,,,,,,,,,,,,,
   ser, f,31,19850513, mr, libby, rawlev, vic, flinders lane,810,105, redfern street, kersley mews, 8 15592171,5134192,4
,,,,,,,,,,,,,,,
   usa, f,28,19880507, , jack, owens, nsw, grong grong,2903,8, frome street, , ,6298293,1
,,,,,,,,,,,,,,,
   usa, f, ,19520715, , lauren, chang, vic, goroke,2285,132, hann street, , 618 87796636,4731964,7
,,,,,,,,,,,,,,,
   unk, f,36,19800809, mr, liam, sclater, , coffs harbour,3190,1163, delprat circuit, gumview, 04 49562136,4207252,1
,,,,,,,,,,,,,,,
   tha, f,32,19841205, dr, olivia, plaphol, , nowra,2144,70, hollway street, , 02 56705848,3645005,7
,,,,,,,,,,,,,,,
   ger, f,21,19950221, mr, william, lange, nsw, old guildford,7011,9, blair street, , 2 39673315,8123096,5
,,,,,,,,,,,,,,,
   chi, ,40,19760601, ms, shane, ying, vic, swanpool,4285,5, young street, arcadia, ,1290560,5
,,,,,,,,,,,,,,,
   , f,29,19870924, ms, arabella, bellchambers, qld, magnetic island,2299,18, maribyrnong avenue, , 03 33874538,7161288,1
,,,,,,,,,,,,,,,
   ind, , ,19060807, , zane, gowd, vic, yannathan,4753, , couvreur street, , ,9728233,0
,,,,,,,,,,,,,,,
   unk, m,35,19811205, , blade, strangway, qld, cairns orchid plaza,2487,3, rosman circuit, , 03 64652934,3259291,6
,,,,,,,,,,,,,,,
   ara, ,26,19900605, , belinda, samia, sa, woodlands,2586,8, wylie street, , 02 44713270,7292314,1
,,,,,,,,,,,,,,,
   ger, ,21,19950725, , madison, stergar, qld, tummaville,3805,21, battersby circuit, nelsons lake, 03 05304098,4154589,3
